PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_52	II	269707	270138	+	0	NA	promoter-TSS (YBR015C)	protein_coding-promoter-TSS (YBR015C)	-325	YBR016W	YBR016W	YBR016W			YBR016W			protein_coding
Interval_612	VIII	341383	341648	+	0	NA	promoter-TSS (YHR115C)	protein_coding-promoter-TSS (YHR115C)	-150	YHR116W	YHR116W	YHR116W			COX23			protein_coding
Interval_941	XIII	355222	355430	+	0	NA	promoter-TSS (YMR044W)	protein_coding-promoter-TSS (YMR044W)	-58	YMR044W	YMR044W	YMR044W			IOC4			protein_coding
Interval_1075	XV	27491	28095	+	0	NA	TTS (YOL155C)	protein_coding-TTS (YOL155C)	709	YOL155W-A	YOL155W-A	YOL155W-A			YOL155W-A			protein_coding
Interval_822	XII	406953	407178	+	0	NA	promoter-TSS (YLR131C)	protein_coding-promoter-TSS (YLR131C)	-243	YLR131C	YLR131C	YLR131C			ACE2			protein_coding
Interval_631	VIII	498514	498780	+	0	NA	promoter-TSS (YHR199C)	protein_coding-promoter-TSS (YHR199C)	212	YHR199C-A	YHR199C-A	YHR199C-A			NBL1			protein_coding
Interval_685	X	380583	381170	+	0	NA	promoter-TSS (YJL034W)	protein_coding-promoter-TSS (YJL034W)	125	YJL035C	YJL035C	YJL035C			TAD2			protein_coding
Interval_1	I	34	709	+	0	NA	promoter-TSS (YAL068W-A)	protein_coding-promoter-TSS (YAL068W-A)	36	YAL069W	YAL069W	YAL069W			YAL069W			protein_coding
Interval_1018	XIV	317828	318296	+	0	NA	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	-391	YNL169C	YNL169C	YNL169C			PSD1			protein_coding
Interval_739	XI	146940	147197	+	0	NA	promoter-TSS (YKL162C-A)	protein_coding-promoter-TSS (YKL162C-A)	-994	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
Interval_559	VII	914708	915158	+	0	NA	promoter-TSS (YGR210C)	protein_coding-promoter-TSS (YGR210C)	-195	YGR210C	YGR210C	YGR210C			YGR210C			protein_coding
Interval_560	VII	919723	920448	+	0	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-490	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
Interval_77	II	466060	467131	+	0	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-653	YBR114W	YBR114W	YBR114W			RAD16			protein_coding
Interval_498	VII	413021	413692	+	0	NA	promoter-TSS (YGL045W)	protein_coding-promoter-TSS (YGL045W)	-746	YGL045W	YGL045W	YGL045W			RIM8			protein_coding
Interval_814	XII	289703	289954	+	0	NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-384	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
Interval_171	IV	258473	258781	+	0	NA	promoter-TSS (YDL112W)	protein_coding-promoter-TSS (YDL112W)	-72	YDL113C	YDL113C	YDL113C			ATG20			protein_coding
Interval_317	IX	160519	160726	+	0	NA	promoter-TSS (YIL108W)	protein_coding-promoter-TSS (YIL108W)	-265	YIL108W	YIL108W	YIL108W			YIL108W			protein_coding
Interval_624	VIII	437056	437339	+	0	NA	promoter-TSS (YHR165C)	protein_coding-promoter-TSS (YHR165C)	-249	YHR165C	YHR165C	YHR165C			PRP8			protein_coding
Interval_154	IV	97988	98377	+	0	NA	promoter-TSS (YDL202W)	protein_coding-promoter-TSS (YDL202W)	-229	YDL203C	YDL203C	YDL203C			ACK1			protein_coding
Interval_344	IX	370120	370341	+	0	NA	promoter-TSS (YIR006C)	protein_coding-promoter-TSS (YIR006C)	-187	tE(UUC)I	tE(UUC)I	tE(UUC)I			tE(UUC)I			tRNA
Interval_250	IV	1075176	1075516	+	0	NA	promoter-TSS (YDR306C)	protein_coding-promoter-TSS (YDR306C)	-175	YDR306C	YDR306C	YDR306C			YDR306C			protein_coding
Interval_269	IV	1266778	1267343	+	0	NA	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-162	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
Interval_847	XII	637749	637949	+	0	NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	1069	YLR249W	YLR249W	YLR249W			YEF3			protein_coding
Interval_106	II	702266	702597	+	0	NA	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-589	YBR240C	YBR240C	YBR240C			THI2			protein_coding
Interval_188	IV	416963	417137	+	0	NA	promoter-TSS (YDL020C)	protein_coding-promoter-TSS (YDL020C)	-342	YDL020C	YDL020C	YDL020C			RPN4			protein_coding
Interval_370	V	61107	61451	+	0	NA	promoter-TSS (YEL050C)	protein_coding-promoter-TSS (YEL050C)	-73	snR67	snR67	snR67			snR67			snoRNA
Interval_547	VII	786906	787125	+	0	NA	promoter-TSS (YGR147C)	protein_coding-promoter-TSS (YGR147C)	-95	YGR147C	YGR147C	YGR147C			NAT2			protein_coding
Interval_1223	XVI	431437	432823	+	0	NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	235	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
Interval_514	VII	547316	547746	+	0	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-231	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
Interval_241	IV	976221	976984	+	0	NA	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	627	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
Interval_860	XII	728190	728704	+	0	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-444	YLR299C-A	YLR299C-A	YLR299C-A			YLR299C-A			protein_coding
Interval_859	XII	725536	725739	+	0	NA	promoter-TSS (YLR298C)	protein_coding-promoter-TSS (YLR298C)	-221	YLR298C	YLR298C	YLR298C			YHC1			protein_coding
Interval_1117	XV	462299	462887	+	0	NA	TTS (YOR072W)	protein_coding-TTS (YOR072W)	802	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
Interval_605	VIII	280215	281462	+	0	NA	promoter-TSS (YHR087W)	protein_coding-promoter-TSS (YHR087W)	18	YHR087W	YHR087W	YHR087W			RTC3			protein_coding
Interval_119	III	48329	48532	+	0	NA	promoter-TSS (YCL044C)	protein_coding-promoter-TSS (YCL044C)	-66	YCL044C	YCL044C	YCL044C			MGR1			protein_coding
Interval_772	XI	431285	431795	+	0	NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-366	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
Interval_794	XII	23143	23408	+	0	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	-294	YLL058W	YLL058W	YLL058W			YLL058W			protein_coding
Interval_1114	XV	443309	444494	+	0	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-370	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
Interval_108	II	718217	718517	+	0	NA	promoter-TSS (YBR249C)	protein_coding-promoter-TSS (YBR249C)	-373	YBR249C	YBR249C	YBR249C			ARO4			protein_coding
Interval_186	IV	407461	407755	+	0	NA	promoter-TSS (YDL025C)	protein_coding-promoter-TSS (YDL025C)	-402	YDL025C	YDL025C	YDL025C			RTK1			protein_coding
Interval_522	VII	591606	593246	+	0	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	16	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
Interval_443	VI	54832	55266	+	0	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-353	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
Interval_950	XIII	463117	463669	+	0	NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	-161	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
Interval_969	XIII	652314	654127	+	0	NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	-84	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
Interval_82	II	490148	491124	+	0	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-214	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
Interval_1143	XV	796940	797346	+	0	NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-350	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
Interval_496	VII	399492	399692	+	0	NA	exon (YGL055W, exon 1 of 1)	protein_coding-exon (YGL055W, exon 1 of 1)	964	YGL055W	YGL055W	YGL055W			OLE1			protein_coding
Interval_61	II	356312	356760	+	0	NA	promoter-TSS (YBR058C)	protein_coding-promoter-TSS (YBR058C)	30	YBR058C-A	YBR058C-A	YBR058C-A			TSC3			protein_coding
Interval_1126	XV	520443	520879	+	0	NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-692	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
Interval_833	XII	498632	498805	+	0	NA	promoter-TSS (YLR166C)	protein_coding-promoter-TSS (YLR166C)	-229	YLR167W	YLR167W	YLR167W			RPS31			protein_coding
Interval_193	IV	485403	485877	+	0	NA	promoter-TSS (YDR019C)	protein_coding-promoter-TSS (YDR019C)	-275	YDR019C	YDR019C	YDR019C			GCV1			protein_coding
Interval_304	IX	73522	73694	+	0	NA	promoter-TSS (YIL147C)	protein_coding-promoter-TSS (YIL147C)	-155	YIL147C	YIL147C	YIL147C			SLN1			protein_coding
Interval_483	VII	272683	272921	+	0	NA	TTS (YGL126W)	protein_coding-TTS (YGL126W)	282	YGL125W	YGL125W	YGL125W			MET13			protein_coding
Interval_1225	XVI	453294	454041	+	0	NA	promoter-TSS (YPL056C)	protein_coding-promoter-TSS (YPL056C)	68	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
Interval_807	XII	202712	202888	+	0	NA	promoter-TSS (YLR029C)	protein_coding-promoter-TSS (YLR029C)	-210	YLR029C	YLR029C	YLR029C			RPL15A			protein_coding
Interval_1190	XVI	111044	111227	+	0	NA	exon (YPL231W, exon 1 of 1)	protein_coding-exon (YPL231W, exon 1 of 1)	2483	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
Interval_146	III	315774	316514	+	0	NA	promoter-TSS (YCR108C)	protein_coding-promoter-TSS (YCR108C)	44	YCR108C	YCR108C	YCR108C			YCR108C			protein_coding
Interval_356	MT	18765	18953	+	0	NA	TTS (Q0055)	protein_coding-TTS (Q0055)	5041	Q0065	Q0065	Q0065			AI4			protein_coding
Interval_281	IV	1386687	1386881	+	0	NA	promoter-TSS (YDR463W)	protein_coding-promoter-TSS (YDR463W)	-32	YDR463W	YDR463W	YDR463W			STP1			protein_coding
Interval_1145	XV	825169	826416	+	0	NA	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	140	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
Interval_976	XIII	758730	759454	+	0	NA	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-261	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
Interval_278	IV	1366985	1367341	+	0	NA	promoter-TSS (YDR454C)	protein_coding-promoter-TSS (YDR454C)	-322	YDR456W	YDR456W	YDR456W			NHX1			protein_coding
Interval_901	XIII	14607	14832	+	0	NA	promoter-TSS (YML129C)	protein_coding-promoter-TSS (YML129C)	34	YML129C	YML129C	YML129C			COX14			protein_coding
Interval_587	VIII	62475	62781	+	0	NA	promoter-TSS (YHL023C)	protein_coding-promoter-TSS (YHL023C)	-65	YHL023C	YHL023C	YHL023C			NPR3			protein_coding
Interval_235	IV	926989	927259	+	0	NA	promoter-TSS (YDR231C)	protein_coding-promoter-TSS (YDR231C)	-214	YDR231C	YDR231C	YDR231C			COX20			protein_coding
Interval_1080	XV	79874	80207	+	0	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-308	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
Interval_1246	XVI	664855	665067	+	0	NA	promoter-TSS (YPR049C)	protein_coding-promoter-TSS (YPR049C)	1	YPR051W	YPR051W	YPR051W			MAK3			protein_coding
Interval_765	XI	379380	379788	+	0	NA	promoter-TSS (tV(AAC)K2)	tRNA-promoter-TSS (tV(AAC)K2)	-96	tV(AAC)K2	tV(AAC)K2	tV(AAC)K2			tV(AAC)K2			tRNA
Interval_242	IV	992887	993072	+	0	NA	promoter-TSS (YDR261C-C)	protein_coding-promoter-TSS (YDR261C-C)	147	tG(GCC)D2	tG(GCC)D2	tG(GCC)D2			tG(GCC)D2			tRNA
Interval_1213	XVI	364518	365069	+	0	NA	promoter-TSS (YPL097W)	protein_coding-promoter-TSS (YPL097W)	-66	YPL098C	YPL098C	YPL098C			MGR2			protein_coding
Interval_17	I	165809	166473	+	0	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	-126	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
Interval_139	III	227854	228254	+	0	NA	promoter-TSS (YCR063W)	protein_coding-promoter-TSS (YCR063W)	112	tS(CGA)C	tS(CGA)C	tS(CGA)C			SUP61			tRNA
Interval_899	XII	1071486	1071896	+	0	NA	promoter-TSS (YLR466C-A)	protein_coding-promoter-TSS (YLR466C-A)	19	YLR466C-B	YLR466C-B	YLR466C-B			YLR466C-B			protein_coding
Interval_771	XI	428833	429224	+	0	NA	promoter-TSS (YKL007W)	protein_coding-promoter-TSS (YKL007W)	-274	YKL007W	YKL007W	YKL007W			CAP1			protein_coding
Interval_1244	XVI	646528	646858	+	0	NA	promoter-TSS (YPR038W)	protein_coding-promoter-TSS (YPR038W)	-143	YPR038W	YPR038W	YPR038W			IRC16			protein_coding
Interval_1127	XV	522698	522903	+	0	NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-227	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
Interval_706	X	622670	623808	+	0	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-225	YJR104C	YJR104C	YJR104C			SOD1			protein_coding
Interval_788	XI	618898	619103	+	0	NA	promoter-TSS (YKR094C)	protein_coding-promoter-TSS (YKR094C)	-250	YKR094C	YKR094C	YKR094C			RPL40B			protein_coding
Interval_754	XI	302980	303217	+	0	NA	TTS (tW(CCA)K)	tRNA-TTS (tW(CCA)K)	180	tW(CCA)K	tW(CCA)K	tW(CCA)K			tW(CCA)K			tRNA
Interval_534	VII	702741	703068	+	0	NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	237	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
Interval_1247	XVI	666104	666403	+	0	NA	promoter-TSS (YPR050C)	protein_coding-promoter-TSS (YPR050C)	-10	YPR053C	YPR053C	YPR053C			YPR053C			protein_coding
Interval_63	II	373336	373619	+	0	NA	promoter-TSS (YBR067C)	protein_coding-promoter-TSS (YBR067C)	-742	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
Interval_1124	XV	511297	511777	+	0	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-288	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
Interval_679	X	348838	349070	+	0	NA	promoter-TSS (YJL048C)	protein_coding-promoter-TSS (YJL048C)	224	YJL047C-A	YJL047C-A	YJL047C-A			YJL047C-A			protein_coding
Interval_94	II	605888	606222	+	0	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	89	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
Interval_227	IV	811748	812066	+	0	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-203	YDR174W	YDR174W	YDR174W			HMO1			protein_coding
Interval_1158	XV	925292	925485	+	0	NA	promoter-TSS (YOR324C)	protein_coding-promoter-TSS (YOR324C)	-333	YOR326W	YOR326W	YOR326W			MYO2			protein_coding
Interval_990	XIII	901205	901643	+	0	NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-117	YMR313C	YMR313C	YMR313C			TGL3			protein_coding
Interval_383	V	174578	175002	+	0	NA	promoter-TSS (YER011W)	protein_coding-promoter-TSS (YER011W)	-458	YER011W	YER011W	YER011W			TIR1			protein_coding
Interval_404	V	298270	298537	+	0	NA	promoter-TSS (YER070W)	protein_coding-promoter-TSS (YER070W)	-547	YER070W	YER070W	YER070W			RNR1			protein_coding
Interval_521	VII	584225	584665	+	0	NA	promoter-TSS (YGR044C)	protein_coding-promoter-TSS (YGR044C)	-149	YGR045C	YGR045C	YGR045C			YGR045C			protein_coding
Interval_7	I	34295	34814	+	0	NA	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-601	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
Interval_456	VI	223846	224104	+	0	NA	promoter-TSS (YFR032C-A)	protein_coding-promoter-TSS (YFR032C-A)	-2	YFR032C-B	YFR032C-B	YFR032C-B			YFR032C-B			protein_coding
Interval_1116	XV	461629	461910	+	0	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	-22	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
Interval_20	I	190007	190753	+	0	NA	exon (YAR035W, exon 1 of 1)	protein_coding-exon (YAR035W, exon 1 of 1)	187	YAR035W	YAR035W	YAR035W			YAT1			protein_coding
Interval_343	IX	343920	344184	+	0	NA	promoter-TSS (YIL006W)	protein_coding-promoter-TSS (YIL006W)	-10	YIL006W	YIL006W	YIL006W			YIA6			protein_coding
Interval_1215	XVI	370552	370881	+	0	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-53	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
Interval_153	IV	83574	83827	+	0	NA	promoter-TSS (YDL210W)	protein_coding-promoter-TSS (YDL210W)	152	tG(GCC)D1	tG(GCC)D1	tG(GCC)D1			tG(GCC)D1			tRNA
Interval_623	VIII	422466	422838	+	0	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-366	YHR161C	YHR161C	YHR161C			YAP1801			protein_coding
Interval_396	V	268320	269154	+	0	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-624	YER056C	YER056C	YER056C			FCY2			protein_coding
Interval_98	II	633494	633855	+	0	NA	promoter-TSS (YBR204C)	protein_coding-promoter-TSS (YBR204C)	52	YBR205W	YBR205W	YBR205W			KTR3			protein_coding
Interval_813	XII	259679	260048	+	0	NA	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-462	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
Interval_470	VII	115389	115841	+	0	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	127	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
Interval_902	XIII	25949	26740	+	0	NA	promoter-TSS (YML121W)	protein_coding-promoter-TSS (YML121W)	74	YML122C	YML122C	YML122C			YML122C			protein_coding
Interval_1069	XIV	739091	739758	+	0	NA	promoter-TSS (YNR060W)	protein_coding-promoter-TSS (YNR060W)	-527	YNR060W	YNR060W	YNR060W			FRE4			protein_coding
Interval_282	IV	1401337	1401700	+	0	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-252	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
Interval_666	X	223769	224429	+	0	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-956	YJL105W	YJL105W	YJL105W			SET4			protein_coding
Interval_748	XI	219692	220193	+	0	NA	promoter-TSS (YKL117W)	protein_coding-promoter-TSS (YKL117W)	47	tA(AGC)K1	tA(AGC)K1	tA(AGC)K1			tA(AGC)K1			tRNA
Interval_215	IV	595959	596443	+	0	NA	promoter-TSS (YDR075W)	protein_coding-promoter-TSS (YDR075W)	-955	YDR075W	YDR075W	YDR075W			PPH3			protein_coding
Interval_1199	XVI	207396	207790	+	0	NA	promoter-TSS (YPL179W)	protein_coding-promoter-TSS (YPL179W)	-564	YPL179W	YPL179W	YPL179W			PPQ1			protein_coding
Interval_90	II	589244	589545	+	0	NA	promoter-TSS (YBR179C)	protein_coding-promoter-TSS (YBR179C)	-280	YBR179C	YBR179C	YBR179C			FZO1			protein_coding
Interval_398	V	278996	279592	+	0	NA	TTS (YER062C)	protein_coding-TTS (YER062C)	332	YER061C	YER061C	YER061C			CEM1			protein_coding
Interval_417	V	396289	396659	+	0	NA	promoter-TSS (YER116C)	protein_coding-promoter-TSS (YER116C)	-295	YER117W	YER117W	YER117W			RPL23B			protein_coding
Interval_1133	XV	670879	671422	+	0	NA	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-909	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
Interval_444	VI	74717	75006	+	0	NA	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	-11	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
Interval_165	IV	228988	229336	+	0	NA	promoter-TSS (YDL130W)	protein_coding-promoter-TSS (YDL130W)	-9	YDL130W-A	YDL130W-A	YDL130W-A			STF1			protein_coding
Interval_28	II	45006	45659	+	0	NA	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-414	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
Interval_513	VII	541600	541938	+	0	NA	promoter-TSS (YGR028W)	protein_coding-promoter-TSS (YGR028W)	-81	tE(UUC)G3	tE(UUC)G3	tE(UUC)G3			tE(UUC)G3			tRNA
Interval_202	IV	524817	525174	+	0	NA	promoter-TSS (YDR036C)	protein_coding-promoter-TSS (YDR036C)	-282	YDR036C	YDR036C	YDR036C			EHD3			protein_coding
Interval_1089	XV	158705	159390	+	0	NA	promoter-TSS (YOL086W-A)	protein_coding-promoter-TSS (YOL086W-A)	-126	YOL086W-A	YOL086W-A	YOL086W-A			MHF1			protein_coding
Interval_982	XIII	777402	777902	+	0	NA	promoter-TSS (YMR253C)	protein_coding-promoter-TSS (YMR253C)	271	YMR254C	YMR254C	YMR254C			YMR254C			protein_coding
Interval_793	XII	11011	11830	+	0	NA	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	-306	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
Interval_1001	XIV	87070	87666	+	0	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-529	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
Interval_915	XIII	124279	124543	+	0	NA	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-239	YML073C	YML073C	YML073C			RPL6A			protein_coding
Interval_746	XI	203024	203469	+	0	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	247	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
Interval_668	X	228201	228374	+	0	NA	TTS (YJL103C)	protein_coding-TTS (YJL103C)	192	snR37	snR37	snR37			snR37			snoRNA
Interval_821	XII	390469	390828	+	0	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-378	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
Interval_611	VIII	332569	332937	+	0	NA	promoter-TSS (YHR111W)	protein_coding-promoter-TSS (YHR111W)	-319	YHR111W	YHR111W	YHR111W			UBA4			protein_coding
Interval_1057	XIV	602233	602448	+	0	NA	promoter-TSS (YNL016W)	protein_coding-promoter-TSS (YNL016W)	28	tI(AAU)N2	tI(AAU)N2	tI(AAU)N2			tI(AAU)N2			tRNA
Interval_942	XIII	362290	363225	+	0	NA	promoter-TSS (YMR045C)	protein_coding-promoter-TSS (YMR045C)	55	YMR046W-A	YMR046W-A	YMR046W-A			YMR046W-A			protein_coding
Interval_1135	XV	682187	682401	+	0	NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-188	YOR185C	YOR185C	YOR185C			GSP2			protein_coding
Interval_708	X	633157	633355	+	0	NA	promoter-TSS (YJR109C)	protein_coding-promoter-TSS (YJR109C)	-315	YJR109C	YJR109C	YJR109C			CPA2			protein_coding
Interval_1236	XVI	572353	572537	+	0	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	176	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
Interval_786	XI	608322	608626	+	0	NA	promoter-TSS (YKR089C)	protein_coding-promoter-TSS (YKR089C)	-109	YKR089C	YKR089C	YKR089C			TGL4			protein_coding
Interval_425	V	438725	439614	+	0	NA	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	-447	YER136W	YER136W	YER136W			GDI1			protein_coding
Interval_632	VIII	505658	506076	+	0	NA	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-337	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
Interval_337	IX	316310	316612	+	0	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-307	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
Interval_1028	XIV	398185	398378	+	0	NA	promoter-TSS (YNL122C)	protein_coding-promoter-TSS (YNL122C)	89	YNL122C	YNL122C	YNL122C			YNL122C			protein_coding
Interval_834	XII	510546	510945	+	0	NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-309	YLR177W	YLR177W	YLR177W			YLR177W			protein_coding
Interval_599	VIII	190120	190435	+	0	NA	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-266	YHR042W	YHR042W	YHR042W			NCP1			protein_coding
Interval_458	VI	251917	252347	+	0	NA	promoter-TSS (YFR051C)	protein_coding-promoter-TSS (YFR051C)	-329	YFR051C	YFR051C	YFR051C			RET2			protein_coding
Interval_24	II	5640	6374	+	0	NA	promoter-TSS (YBL111C)	protein_coding-promoter-TSS (YBL111C)	217	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
Interval_927	XIII	253123	253637	+	0	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-108	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
Interval_1054	XIV	576089	576606	+	0	NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-297	YNL031C	YNL031C	YNL031C			HHT2			protein_coding
Interval_303	IX	68243	68767	+	0	NA	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-203	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
Interval_484	VII	276803	277431	+	0	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-403	YGL124C	YGL124C	YGL124C			MON1			protein_coding
Interval_194	IV	488428	488749	+	0	NA	promoter-TSS (YDR022C)	protein_coding-promoter-TSS (YDR022C)	74	YDR022C	YDR022C	YDR022C			ATG31			protein_coding
Interval_290	IV	1468603	1469464	+	0	NA	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-367	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
Interval_719	X	745136	745638	+	0	NA	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	-126	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
